label,energy_Ha,energy_solv_Ha
Z24568,-233.25913333980188,-233.25913333980188
Z24569,-233.37966781010007,-233.37966781010007
Z24570,-291.08254883372535,-291.08254883372535
Z24571,-234.38814969999095,-234.38814969999095
Z24572,-236.41882501948353,-236.41882501948353
Z24573,-291.0850996041987,-291.0850996041987
Z24574,-233.3775874309544,-233.3775874309544
Z24575,-318.29405799594775,-318.29405799594775
Z24576,-289.07758554519967,-289.07758554519967
Z24577,-236.4198793575455,-236.4198793575455
Z24578,-236.43863143432782,-236.43863143432782
Z24579,-216.89801084230112,-216.89801084230112
Z24580,-194.1866061550951,-194.1866061550951
Z24581,-235.42059141315292,-235.42059141315292
Z24582,-215.8676006316859,-215.8676006316859
Z24583,-232.2410837638031,-232.2410837638031
Z24584,-232.10313378958122,-232.10313378958122
Z24585,-232.24663695392317,-232.24663695392317
Z24586,-237.43898253661982,-237.43898253661982
Z24587,-236.42617378150004,-236.42617378150004
Z24588,-231.21386633432502,-231.21386633432502
Z24589,-201.3493930802721,-201.3493930802721
Z24590,-290.07737034043225,-290.07737034043225
Z24591,-229.17665588281568,-229.17665588281568
Z24592,-231.215252518769,-231.215252518769
Z24593,-193.16436127644192,-193.16436127644192
Z24594,-234.4063082752152,-234.4063082752152
Z24595,-231.22183321994567,-231.22183321994567
Z24596,-236.44050454729467,-236.44050454729467
Z24597,-293.3974838375396,-293.3974838375396
Z24598,-232.10884022437605,-232.10884022437605
Z24599,-233.11278651288634,-233.11278651288634
Z24600,-290.0770598086573,-290.0770598086573
Z24601,-291.1001069250202,-291.1001069250202
Z24602,-206.02179050635513,-206.02179050635513
Z24603,-216.8304512553455,-216.8304512553455
Z24604,-226.87427995995924,-226.87427995995924
Z24605,-272.89438011507804,-272.89438011507804
Z24606,-230.2053925292851,-230.2053925292851
Z24607,-269.7143590776932,-269.7143590776932
Z24608,-232.23197985414492,-232.23197985414492
Z24609,-276.0636674103527,-276.0636674103527
Z24610,-232.24232883084875,-232.24232883084875
Z24611,-233.37466034741882,-233.37466034741882
Z24612,-309.5190092048094,-309.5190092048094
Z24613,-237.57663851626182,-237.57663851626182
Z24614,-233.26250729509886,-233.26250729509886
Z24615,-225.8812360929493,-225.8812360929493
Z24616,-270.7296598043704,-270.7296598043704
Z24617,-234.40128023291334,-234.40128023291334
Z24618,-141.93626289970217,-141.93626289970217
Z24619,-237.57758444382247,-237.57758444382247
Z24620,-227.89768832216217,-227.89768832216217
Z24621,-234.40461486643528,-234.40461486643528
Z24622,-288.04177428665946,-288.04177428665946
Z24623,-232.08947075897606,-232.08947075897606
Z24624,-178.2097371459067,-178.2097371459067
Z24625,-232.37077984019575,-232.37077984019575
Z24626,-272.88996725643455,-272.88996725643455
Z24627,-234.40839673921175,-234.40839673921175
Z24628,-232.23090052654365,-232.23090052654365
Z24629,-146.59942044363385,-146.59942044363385
Z24630,-292.1061295502507,-292.1061295502507
Z24631,-236.55487064381444,-236.55487064381444
Z24632,-306.47435098934375,-306.47435098934375
Z24633,-270.8530122127164,-270.8530122127164
Z24634,-234.2652533507369,-234.2652533507369
Z24635,-232.22540907528534,-232.22540907528534
Z24636,-235.40659984360474,-235.40659984360474
Z24637,-126.91463299450119,-126.91463299450119
Z24638,-237.44292316646943,-237.44292316646943
Z24639,-235.42160275450757,-235.42160275450757
Z24640,-315.26939030943197,-315.26939030943197
Z24641,-232.22867609005388,-232.22867609005388
Z24642,-271.73809502262174,-271.73809502262174
Z24643,-277.07831987898135,-277.07831987898135
Z24644,-235.4259836412405,-235.4259836412405
Z24645,-236.56501161935302,-236.56501161935302
Z24646,-232.2470073870938,-232.2470073870938
Z24647,-205.00691460184578,-205.00691460184578
Z24648,-233.38229391668452,-233.38229391668452
Z24649,-292.1045724814572,-292.1045724814572
Z24650,-146.65858097293645,-146.65858097293645
Z24651,-208.0559555415105,-208.0559555415105
Z24652,-206.03803701433068,-206.03803701433068
Z24653,-186.31090185093043,-186.31090185093043
Z24654,-236.5605182796933,-236.5605182796933
Z24655,-225.87788786217808,-225.87788786217808
Z24656,-262.9138785779498,-262.9138785779498
Z24657,-271.87597296817154,-271.87597296817154
Z24658,-149.8290001473435,-149.8290001473435
Z24659,-287.0338598063077,-287.0338598063077
Z24660,-229.05286027764052,-229.05286027764052
Z24661,-307.49662600244136,-307.49662600244136
Z24662,-232.3634979619462,-232.3634979619462
Z24663,-271.98825427562696,-271.98825427562696
Z24664,-179.22296704826212,-179.22296704826212
Z24665,-271.8735401630233,-271.8735401630233
Z24666,-232.07983398414194,-232.07983398414194
Z24667,-272.8979789762286,-272.8979789762286
Z24668,-290.08535486572765,-290.08535486572765
Z24669,-231.07236380309894,-231.07236380309894
Z24670,-147.65488156490457,-147.65488156490457
Z24671,-197.1876212426757,-197.1876212426757
Z24672,-231.23929502801568,-231.23929502801568
Z24673,-217.8491454144606,-217.8491454144606
Z24674,-232.09110573633325,-232.09110573633325
Z24675,-231.23142589559282,-231.23142589559282
Z24676,-272.87949002459527,-272.87949002459527
Z24677,-206.01912030058367,-206.01912030058367
Z24678,-204.02954726081978,-204.02954726081978
Z24679,-157.41462367450552,-157.41462367450552
Z24680,-290.08438615358705,-290.08438615358705
Z24681,-236.5587818742061,-236.5587818742061
Z24682,-207.04276973834206,-207.04276973834206
Z24683,-237.55922411481782,-237.55922411481782
Z24684,-231.22742205690855,-231.22742205690855
Z24685,-234.27014505305235,-234.27014505305235
Z24686,-230.060352508277,-230.060352508277
Z24687,-234.39757700368693,-234.39757700368693
Z24688,-232.10145067061163,-232.10145067061163
Z24689,-232.22234160933786,-232.22234160933786
Z24690,-216.90897647263617,-216.90897647263617
Z24691,-272.8779645602191,-272.8779645602191
Z24692,-196.2173156514576,-196.2173156514576
Z24693,-231.21082679786264,-231.21082679786264
Z24694,-162.46721305378037,-162.46721305378037
Z24695,-219.93473561402956,-219.93473561402956
Z24696,-231.22933779908948,-231.22933779908948
Z24697,-270.7110587673035,-270.7110587673035
Z24698,-235.41683011999697,-235.41683011999697
Z24699,-272.7240249557858,-272.7240249557858
Z24700,-235.54008587762485,-235.54008587762485
Z24701,-235.57159511421318,-235.57159511421318
Z24702,-273.91215443865144,-273.91215443865144
Z24703,-229.04587055650467,-229.04587055650467
Z24704,-237.58446869440283,-237.58446869440283
Z24705,-237.5846612608526,-237.5846612608526
Z24706,-274.8984944942544,-274.8984944942544
Z24707,-238.6089042001691,-238.6089042001691
Z24708,-231.2366564266615,-231.2366564266615
Z24709,-194.1610385489655,-194.1610385489655
Z24710,-199.3459655459329,-199.3459655459329
Z24711,-230.19229139582066,-230.19229139582066
Z24712,-147.57883876434752,-147.57883876434752
Z24713,-276.0575438707477,-276.0575438707477
Z24714,-297.5703672002813,-297.5703672002813
Z24715,-194.15525641056632,-194.15525641056632
Z24716,-234.25652906157995,-234.25652906157995
Z24717,-291.096758694249,-291.096758694249
Z24718,-304.39181980337804,-304.39181980337804
Z24719,-231.21773824294158,-231.21773824294158
Z24720,-268.55581794432976,-268.55581794432976
Z24721,-271.73236543575376,-271.73236543575376
Z24722,-232.11957102654048,-232.11957102654048
Z24723,-231.22852159663717,-231.22852159663717
Z24724,-226.8965404945588,-226.8965404945588
Z24725,-235.54680806369305,-235.54680806369305
Z24726,-230.21116180542134,-230.21116180542134
Z24727,-274.0276763013632,-274.0276763013632
Z24728,-288.04761044656266,-288.04761044656266
Z24729,-235.42652642873352,-235.42652642873352
Z24730,-216.88079819463752,-216.88079819463752
Z24731,-233.37753083699778,-233.37753083699778
Z24732,-233.24943298863982,-233.24943298863982
Z24733,-205.0289568454698,-205.0289568454698
Z24734,-274.919754712296,-274.919754712296
Z24735,-235.27650319959704,-235.27650319959704
Z24736,-232.0987323232277,-232.0987323232277
Z24737,-239.60798340841004,-239.60798340841004
Z24738,-160.67188737782644,-160.67188737782644
Z24739,-126.9179959250014,-126.9179959250014
Z24740,-231.09525826351128,-231.09525826351128
Z24741,-233.09450997233697,-233.09450997233697
Z24742,-263.0422406539364,-263.0422406539364
Z24743,-231.2285190241846,-231.2285190241846
Z24744,-269.724194666362,-269.724194666362
Z24745,-271.73078080496833,-271.73078080496833
Z24746,-133.09722471828726,-133.09722471828726
Z24747,-120.06708653497688,-120.06708653497688
Z24748,-233.37407162327267,-233.37407162327267
Z24749,-157.62015455028998,-157.62015455028998
Z24750,-138.93028628609343,-138.93028628609343
Z24751,-232.23940615723185,-232.23940615723185
Z24752,-234.26018598666002,-234.26018598666002
Z24753,-289.06167125109937,-289.06167125109937
Z24754,-141.81527494276457,-141.81527494276457
Z24755,-235.55728272307977,-235.55728272307977
Z24756,-286.017687018208,-286.017687018208
Z24757,-227.87075915363462,-227.87075915363462
Z24758,-238.47186487415834,-238.47186487415834
Z24759,-270.86424537811916,-270.86424537811916
Z24760,-233.22951559084166,-233.22951559084166
Z24761,-270.7370739801809,-270.7370739801809
Z24762,-230.08230067363544,-230.08230067363544
Z24763,-236.44222956049194,-236.44222956049194
Z24764,-270.72425655148606,-270.72425655148606
Z24765,-195.2109916817828,-195.2109916817828
Z24766,-138.78159595488333,-138.78159595488333
Z24767,-187.3185002871089,-187.3185002871089
Z24768,-233.38412697288987,-233.38412697288987
Z24769,-171.52712127818327,-171.52712127818327
Z24770,-197.21217750745063,-197.21217750745063
Z24771,-203.99030633427472,-203.99030633427472
Z24772,-290.34031505022176,-290.34031505022176
Z24773,-268.5605751441249,-268.5605751441249
Z24774,-235.40291168160059,-235.40291168160059
Z24775,-225.88119493370814,-225.88119493370814
Z24776,-236.5582754685423,-236.5582754685423
Z24777,-262.8886825074705,-262.8886825074705
Z24778,-112.88281301593179,-112.88281301593179
Z24779,-237.44286767499247,-237.44286767499247
Z24780,-271.8671931875376,-271.8671931875376
Z24781,-290.0813771190623,-290.0813771190623
Z24782,-232.36496646487248,-232.36496646487248
Z24783,-235.41508636464528,-235.41508636464528
Z24784,-275.04352532793183,-275.04352532793183
Z24785,-289.0413360135046,-289.0413360135046
Z24786,-232.09318721795856,-232.09318721795856
Z24787,-236.5537556693704,-236.5537556693704
Z24788,-234.2600941133538,-234.2600941133538
Z24789,-276.3253277313215,-276.3253277313215
Z24790,-234.41074465342507,-234.41074465342507
Z24791,-232.2432508713498,-232.2432508713498
Z24792,-233.24370376926507,-233.24370376926507
Z24793,-266.5214750424536,-266.5214750424536
Z24794,-236.56327888879807,-236.56327888879807
Z24795,-290.07200824678904,-290.07200824678904
Z24796,-203.99823794054578,-203.99823794054578
Z24797,-233.24972661572644,-233.24972661572644
Z24798,-232.23513074105443,-232.23513074105443
Z24799,-196.18976872681915,-196.18976872681915
Z24800,-288.0437124459271,-288.0437124459271
Z24801,-232.3558846048078,-232.3558846048078
Z24802,-232.3658760106039,-232.3658760106039
Z24803,-232.23506018235526,-232.23506018235526
Z24804,-231.0703870570427,-231.0703870570427
Z24805,-275.59248670715084,-275.59248670715084
Z24806,-291.08693964277535,-291.08693964277535
Z24807,-235.4215755600089,-235.4215755600089
Z24808,-194.14414451792783,-194.14414451792783
Z24809,-273.8878230797301,-273.8878230797301
Z24810,-274.0282517957533,-274.0282517957533
Z24811,-228.0277055876333,-228.0277055876333
Z24812,-232.24171915958877,-232.24171915958877
Z24813,-232.2393150189121,-232.2393150189121
Z24814,-288.0372706571894,-288.0372706571894
Z24815,-230.20844382553068,-230.20844382553068
Z24816,-119.04752104942578,-119.04752104942578
Z24817,-233.2575501789894,-233.2575501789894
Z24818,-236.55957271962586,-236.55957271962586
Z24819,-289.0659040380627,-289.0659040380627
Z24820,-228.03291443660174,-228.03291443660174
Z24821,-145.97070090735497,-145.97070090735497
Z24822,-236.43745067859652,-236.43745067859652
Z24823,-229.0545441315966,-229.0545441315966
Z24824,-275.0599541125469,-275.0599541125469
Z24825,-140.9342812299717,-140.9342812299717
Z24826,-307.4969424141079,-307.4969424141079
Z24827,-232.22255843034048,-232.22255843034048
Z24828,-234.3952151247311,-234.3952151247311
Z24829,-125.8631837967657,-125.8631837967657
Z24830,-289.0636630643778,-289.0636630643778
Z24831,-195.02745123307764,-195.02745123307764
Z24832,-234.40068967130108,-234.40068967130108
Z24833,-231.09957042901118,-231.09957042901118
Z24834,-232.229196092967,-232.229196092967
Z24835,-232.22826523262853,-232.22826523262853
Z24836,-306.4790277081226,-306.4790277081226
Z24837,-142.80670661699725,-142.80670661699725
Z24838,-195.18470562639868,-195.18470562639868
Z24839,-231.2155619480643,-231.2155619480643
Z24840,-234.2751425934165,-234.2751425934165
Z24841,-289.0573193963312,-289.0573193963312
Z24842,-234.2550943680303,-234.2550943680303
Z24843,-274.9156086537337,-274.9156086537337
Z24844,-237.56885133482814,-237.56885133482814
Z24845,-232.2239302825487,-232.2239302825487
Z24846,-235.54752614545436,-235.54752614545436
Z24847,-230.0680169469736,-230.0680169469736
Z24848,-185.1705736817885,-185.1705736817885
Z24849,-234.38942526897424,-234.38942526897424
Z24850,-271.87045873233325,-271.87045873233325
Z24851,-307.4818601246685,-307.4818601246685
Z24852,-232.24281245193262,-232.24281245193262
Z24853,-277.63716462098836,-277.63716462098836
Z24854,-204.96270810684712,-204.96270810684712
Z24855,-235.42722834079294,-235.42722834079294
Z24856,-306.40579218830993,-306.40579218830993
Z24857,-276.1934204481952,-276.1934204481952
Z24858,-216.89857016698926,-216.89857016698926
Z24859,-178.20667739731695,-178.20667739731695
Z24860,-237.5872840599981,-237.5872840599981
Z24861,-207.0572544837979,-207.0572544837979
Z24862,-270.8516653500475,-270.8516653500475
Z24863,-152.55525378049083,-152.55525378049083
Z24864,-269.52508904212004,-269.52508904212004
Z24865,-262.90245762350924,-262.90245762350924
Z24866,-271.88742699700236,-271.88742699700236
Z24867,-234.4056967664891,-234.4056967664891
Z24868,-232.22976240002643,-232.22976240002643
Z24869,-234.25701231517058,-234.25701231517058
Z24870,-270.8605046645838,-270.8605046645838
Z24871,-231.23841855667447,-231.23841855667447
Z24872,-234.19391409596417,-234.19391409596417
Z24873,-234.25082446425125,-234.25082446425125
Z24874,-233.23651707176072,-233.23651707176072
Z24875,-230.0779682960082,-230.0779682960082
Z24876,-271.87629415725,-271.87629415725
Z24877,-114.734681566948,-114.734681566948
Z24878,-234.39504460787478,-234.39504460787478
Z24879,-235.40969854647633,-235.40969854647633
Z24880,-270.71971543770707,-270.71971543770707
Z24881,-264.91728590016163,-264.91728590016163
Z24882,-231.08334082572398,-231.08334082572398
Z24883,-231.20519239173987,-231.20519239173987
Z24884,-235.4201489513102,-235.4201489513102
Z24885,-230.203770781684,-230.203770781684
Z24886,-233.25030835750132,-233.25030835750132
Z24887,-195.16193280624375,-195.16193280624375
Z24888,-275.05515354855123,-275.05515354855123
Z24889,-236.5580358629597,-236.5580358629597
Z24890,-234.3962577030099,-234.3962577030099
Z24891,-235.4221539943448,-235.4221539943448
Z24892,-274.0392927621994,-274.0392927621994
Z24893,-269.83084487513366,-269.83084487513366
Z24894,-233.37167372998078,-233.37167372998078
Z24895,-238.4615548517363,-238.4615548517363
Z24896,-318.30282969173066,-318.30282969173066
Z24897,-231.07656829308397,-231.07656829308397
Z24898,-229.18788390331324,-229.18788390331324
Z24899,-232.37520592859536,-232.37520592859536
Z24900,-198.20017752995005,-198.20017752995005
Z24901,-233.25576452941007,-233.25576452941007
Z24902,-289.05872101549056,-289.05872101549056
Z24903,-230.08339506845894,-230.08339506845894
Z24904,-216.88127079092462,-216.88127079092462
Z24905,-236.41498839021654,-236.41498839021654
Z24906,-290.0751786108395,-290.0751786108395
Z24907,-132.09922998255274,-132.09922998255274
Z24908,-147.39657020969344,-147.39657020969344
Z24909,-205.0286709357409,-205.0286709357409
Z24910,-196.20283458093402,-196.20283458093402
Z24911,-234.2764534417494,-234.2764534417494
Z24912,-233.2508221130296,-233.2508221130296
Z24913,-290.060174597457,-290.060174597457
Z24914,-274.0431587909244,-274.0431587909244
Z24915,-270.869929028334,-270.869929028334
Z24916,-141.9573022543157,-141.9573022543157
Z24917,-228.02517613176693,-228.02517613176693
Z24918,-232.22713445597583,-232.22713445597583
Z24919,-234.23770716108496,-234.23770716108496
Z24920,-234.39069679553208,-234.39069679553208
Z24921,-231.23631649542855,-231.23631649542855
Z24922,-231.08700216072273,-231.08700216072273
Z24923,-231.22119414922773,-231.22119414922773
Z24924,-275.05242197141126,-275.05242197141126
Z24925,-234.53405553503669,-234.53405553503669
Z24926,-234.41616995590292,-234.41616995590292
Z24927,-316.2713087703278,-316.2713087703278
Z24928,-308.4947754528235,-308.4947754528235
Z24929,-234.4235025482175,-234.4235025482175
Z24930,-235.28495223632862,-235.28495223632862
Z24931,-290.0629730583639,-290.0629730583639
Z24932,-292.08396970879477,-292.08396970879477
Z24933,-230.07326658769,-230.07326658769
Z24934,-234.25796632758218,-234.25796632758218
Z24935,-272.89805798727195,-272.89805798727195
Z24936,-217.90678562429216,-217.90678562429216
Z24937,-206.0395617437204,-206.0395617437204
Z24938,-229.9432412373679,-229.9432412373679
Z24939,-263.0433912752233,-263.0433912752233
Z24940,-270.7181653512848,-270.7181653512848
Z24941,-233.3720496755498,-233.3720496755498
Z24942,-233.2357254913545,-233.2357254913545
Z24943,-235.40913370938983,-235.40913370938983
Z24944,-148.82974784979365,-148.82974784979365
Z24945,-232.2300865290507,-232.2300865290507
Z24946,-288.0708624778827,-288.0708624778827
Z24947,-237.58422026898285,-237.58422026898285
Z24948,-236.42477216234062,-236.42477216234062
Z24949,-306.4553512221279,-306.4553512221279
Z24950,-295.56033324023974,-295.56033324023974
Z24951,-205.0158277825203,-205.0158277825203
Z24952,-232.24075228491435,-232.24075228491435
Z24953,-139.78475323543995,-139.78475323543995
Z24954,-234.39281135154764,-234.39281135154764
Z24955,-230.08238850451622,-230.08238850451622
Z24956,-231.07754141514326,-231.07754141514326
Z24957,-234.40026411414675,-234.40026411414675
Z24958,-229.06627084040022,-229.06627084040022
Z24959,-145.58641838707783,-145.58641838707783
Z24960,-274.04392280933877,-274.04392280933877
Z24961,-236.41129287834787,-236.41129287834787
Z24962,-235.41999680911513,-235.41999680911513
Z24963,-216.8415903424827,-216.8415903424827
Z24964,-274.0321608211855,-274.0321608211855
Z24965,-291.08481847188176,-291.08481847188176
Z24966,-233.40743486318016,-233.40743486318016
Z24967,-236.42921846286757,-236.42921846286757
Z24968,-306.4708811183151,-306.4708811183151
Z24969,-235.2878359556637,-235.2878359556637
Z24970,-235.4172810341838,-235.4172810341838
Z24971,-236.4285687348461,-236.4285687348461
Z24972,-231.22895634112209,-231.22895634112209
Z24973,-288.0344850585454,-288.0344850585454
Z24974,-204.00797798097608,-204.00797798097608
Z24975,-128.93354742832022,-128.93354742832022
Z24976,-268.49541528792736,-268.49541528792736
Z24977,-306.4217193446731,-306.4217193446731
Z24978,-207.04583573431665,-207.04583573431665
Z24979,-234.26511480579114,-234.26511480579114
Z24980,-233.39344807104393,-233.39344807104393
Z24981,-158.48599541494434,-158.48599541494434
Z24982,-234.3998098925209,-234.3998098925209
Z24983,-272.8741606378491,-272.8741606378491
Z24984,-239.61270312389624,-239.61270312389624
Z24985,-232.24656014783918,-232.24656014783918
Z24986,-218.91732951866743,-218.91732951866743
Z24987,-186.5775839668163,-186.5775839668163
Z24988,-234.52222225319784,-234.52222225319784
Z24989,-235.42019819540232,-235.42019819540232
Z24990,-290.08647020766495,-290.08647020766495
Z24991,-289.0572278905182,-289.0572278905182
Z24992,-195.16705786675695,-195.16705786675695
Z24993,-289.06790981608367,-289.06790981608367
Z24994,-290.9344446542088,-290.9344446542088
Z24995,-236.4273629895755,-236.4273629895755
Z24996,-275.9173275658085,-275.9173275658085
Z24997,-229.04910817181522,-229.04910817181522
Z24998,-237.5689825299094,-237.5689825299094
Z24999,-161.48599548623804,-161.48599548623804
Z25000,-232.2429010177998,-232.2429010177998
Z25001,-206.02448239422685,-206.02448239422685
Z25002,-264.06257052539513,-264.06257052539513
Z25003,-231.20090999319117,-231.20090999319117
Z25004,-269.7093721946325,-269.7093721946325
Z25005,-232.23401429663747,-232.23401429663747
Z25006,-235.4074924846478,-235.4074924846478
Z25007,-271.7512207781322,-271.7512207781322
Z25008,-234.41441407327477,-234.41441407327477
Z25009,-269.7069419619369,-269.7069419619369
Z25010,-290.07810312192254,-290.07810312192254
Z25011,-217.91744733773032,-217.91744733773032
Z25012,-238.58402196890378,-238.58402196890378
Z25013,-306.45858259005365,-306.45858259005365
Z25014,-206.035869906784,-206.035869906784
Z25015,-291.0799976957587,-291.0799976957587
Z25016,-236.5522052154549,-236.5522052154549
Z25017,-234.39673985412082,-234.39673985412082
Z25018,-205.030971075835,-205.030971075835
Z25019,-269.7107547041443,-269.7107547041443
Z25020,-292.08758878207266,-292.08758878207266
Z25021,-268.5473435505657,-268.5473435505657
Z25022,-231.2223315407585,-231.2223315407585
Z25023,-132.062971263527,-132.062971263527
Z25024,-232.23269573094683,-232.23269573094683
Z25025,-194.18259606902598,-194.18259606902598
Z25026,-235.4147258537917,-235.4147258537917
Z25027,-236.41544334682885,-236.41544334682885
Z25028,-288.0449483256421,-288.0449483256421
Z25029,-232.2290171237665,-232.2290171237665
Z25030,-233.25114440458776,-233.25114440458776
Z25031,-121.2190432922314,-121.2190432922314
Z25032,-234.2725532361545,-234.2725532361545
Z25033,-206.0567729214111,-206.0567729214111
Z25034,-233.37436745531863,-233.37436745531863
Z25035,-232.23875091681202,-232.23875091681202
Z25036,-234.3993020168842,-234.3993020168842
Z25037,-291.0840338738468,-291.0840338738468
Z25038,-233.25455621168686,-233.25455621168686
Z25039,-308.4419394819199,-308.4419394819199
Z25040,-289.06482544544787,-289.06482544544787
Z25041,-288.0401187296817,-288.0401187296817
Z25042,-231.09097072005747,-231.09097072005747
Z25043,-235.41331578228812,-235.41331578228812
Z25044,-232.24040941373556,-232.24040941373556
Z25045,-234.39553888626216,-234.39553888626216
Z25046,-234.39785372608523,-234.39785372608523
Z25047,-237.4438768113878,-237.4438768113878
Z25048,-183.28380834163775,-183.28380834163775
Z25049,-232.24314687076716,-232.24314687076716
Z25050,-232.36915735760823,-232.36915735760823
Z25051,-236.43838080394852,-236.43838080394852
Z25052,-237.57474408868796,-237.57474408868796
Z25053,-233.2305533917085,-233.2305533917085
Z25054,-291.08286487789866,-291.08286487789866
Z25055,-136.81587249042306,-136.81587249042306
Z25056,-271.870623369298,-271.870623369298
Z25057,-269.7067188935494,-269.7067188935494
Z25058,-204.00267321627598,-204.00267321627598
Z25059,-206.04935654064124,-206.04935654064124
Z25060,-273.01764910246203,-273.01764910246203
Z25061,-275.17302994035435,-275.17302994035435
Z25062,-235.40328799466278,-235.40328799466278
Z25063,-287.0389668596529,-287.0389668596529
Z25064,-187.3727180325378,-187.3727180325378
Z25065,-124.267294488956,-124.267294488956
Z25066,-237.58262608337364,-237.58262608337364
Z25067,-308.47915846074204,-308.47915846074204
Z25068,-289.0537977087578,-289.0537977087578
Z25069,-236.4232727899834,-236.4232727899834
Z25070,-190.5017545298856,-190.5017545298856
Z25071,-306.3503889097377,-306.3503889097377
Z25072,-149.6143712417924,-149.6143712417924
Z25073,-236.43330535502065,-236.43330535502065
Z25074,-235.41807959696132,-235.41807959696132
Z25075,-184.28635227600216,-184.28635227600216
Z25076,-195.1898817684701,-195.1898817684701
Z25077,-308.50257329156074,-308.50257329156074
Z25078,-193.13468656603186,-193.13468656603186
Z25079,-234.39139319519307,-234.39139319519307
Z25080,-235.40049688362038,-235.40049688362038
Z25081,-291.07355627451426,-291.07355627451426
Z25082,-217.92118511131983,-217.92118511131983
Z25083,-236.43205624554955,-236.43205624554955
Z25084,-141.95508810763621,-141.95508810763621
Z25085,-194.1537151439815,-194.1537151439815
Z25086,-276.06181450951317,-276.06181450951317
Z25087,-201.5008789324433,-201.5008789324433
Z25088,-228.0496985871652,-228.0496985871652
Z25089,-232.36951309104984,-232.36951309104984
Z25090,-233.24659483846463,-233.24659483846463
Z25091,-234.3838842061306,-234.3838842061306
Z25092,-229.06249484751532,-229.06249484751532
Z25093,-235.39971155059894,-235.39971155059894
Z25094,-232.22930340098864,-232.22930340098864
Z25095,-271.854058979683,-271.854058979683
Z25096,-276.603120269873,-276.603120269873
Z25097,-230.07504929732352,-230.07504929732352
Z25098,-229.06439258252823,-229.06439258252823
Z25099,-232.24968898515522,-232.24968898515522
Z25100,-233.24131690076993,-233.24131690076993
Z25101,-232.09574791074905,-232.09574791074905
Z25102,-235.41423194289757,-235.41423194289757
Z25103,-234.4163077658622,-234.4163077658622
Z25104,-228.92421523187082,-228.92421523187082
Z25105,-100.3552501145254,-100.3552501145254
Z25106,-306.419262284972,-306.419262284972
Z25107,-99.32532058504826,-99.32532058504826
Z25108,-229.07556658152177,-229.07556658152177
Z25109,-230.19941782443615,-230.19941782443615
Z25110,-288.04068687420727,-288.04068687420727
Z25111,-239.5980625613131,-239.5980625613131
Z25112,-231.08412983367762,-231.08412983367762
Z25113,-232.10493156643702,-232.10493156643702
Z25114,-234.12405657387387,-234.12405657387387
Z25115,-231.21674748120753,-231.21674748120753
Z25116,-231.2213363691057,-231.2213363691057
Z25117,-227.92431651373855,-227.92431651373855
Z25118,-277.62104379569564,-277.62104379569564
Z25119,-195.17067069265002,-195.17067069265002
Z25120,-232.22886351159855,-232.22886351159855
Z25121,-229.04917542307538,-229.04917542307538
Z25122,-261.89901443322367,-261.89901443322367
Z25123,-236.57231922212833,-236.57231922212833
Z25124,-235.4151830153634,-235.4151830153634
Z25125,-218.9314857251803,-218.9314857251803
Z25126,-219.91655094678637,-219.91655094678637
Z25127,-233.38182940524837,-233.38182940524837
Z25128,-237.4351859641143,-237.4351859641143
Z25129,-214.87490073833442,-214.87490073833442
Z25130,-292.10613579763555,-292.10613579763555
Z25131,-231.22414658979582,-231.22414658979582
Z25132,-242.24652339116685,-242.24652339116685
Z25133,-267.8166718389011,-267.8166718389011
Z25134,-261.7115587117014,-261.7115587117014
Z25135,-261.7130639639502,-261.7130639639502
Z25136,-264.7659672574077,-264.7659672574077
Z25137,-235.59271935976162,-235.59271935976162
Z25138,-266.7677204926146,-266.7677204926146
Z25139,-262.7270060681753,-262.7270060681753
Z25140,-267.8010056027275,-267.8010056027275
Z25141,-246.57681733185015,-246.57681733185015
Z25142,-289.24578388675553,-289.24578388675553
Z25143,-150.48704086555017,-150.48704086555017
Z25144,-264.77524499136115,-264.77524499136115
Z25145,-264.761830386176,-264.761830386176
Z25146,-265.7651089394968,-265.7651089394968
Z25147,-147.50832673682385,-147.50832673682385
Z25148,-265.7860898626876,-265.7860898626876
Z25149,-266.7914612899237,-266.7914612899237
Z25150,-263.7336288098419,-263.7336288098419
Z25151,-265.77422166899237,-265.77422166899237
Z25152,-265.79355401757664,-265.79355401757664
Z25153,-265.7644584764889,-265.7644584764889
Z25154,-264.77915989668503,-264.77915989668503
Z25155,-263.7500645768282,-263.7500645768282
Z25156,-266.780617299846,-266.780617299846
Z25157,-236.72587479614168,-236.72587479614168
Z25158,-261.7129467336115,-261.7129467336115
Z25159,-265.7970797475755,-265.7970797475755
Z25160,-265.7710299903349,-265.7710299903349
Z25161,-266.79052307972074,-266.79052307972074
Z25162,-244.40003368854494,-244.40003368854494
Z25163,-267.7912196256441,-267.7912196256441
Z25164,-265.76644955478093,-265.76644955478093
Z25165,-265.7728737038438,-265.7728737038438
Z25166,-266.80629809388887,-266.80629809388887
Z25167,-265.7808042076352,-265.7808042076352
Z25168,-266.78830195067,-266.78830195067
Z25169,-148.46961441179837,-148.46961441179837
Z25170,-264.7779162996123,-264.7779162996123
Z25171,-265.77693817891014,-265.77693817891014
Z25172,-267.80743820413454,-267.80743820413454
Z25173,-235.7053655879893,-235.7053655879893
Z25174,-264.76674046315264,-264.76674046315264
Z25175,-244.41777258650643,-244.41777258650643
Z25176,-262.73998997130104,-262.73998997130104
