KEGG,canon_smiles,smiles,n_electrons,n_carbons,organic,easy,exp_rxn_data,dlpno_data,smiles_ph0,charge_ph0,smiles_ion,charge_ion,josh
C00252,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,136,12,True,False,False,False,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@@H]([C@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,0,False
C16658,CCCC(CCC(=O)O)C(=O)O,CCCC(CCC(=O)O)C(=O)O,70,8,True,True,False,False,CCCC(CCC(O)=O)C(O)=O,0,CCCC(C(=O)O)CCC(=O)O,0,False
C11453,C[C@@]1(CO)OP(=O)(O)OP(=O)(O)OC[C@H]1O,C[C@@]1(CO)OP(=O)(O)OP(=O)(O)OC[C@H]1O,96,5,True,True,False,False,C[C@@]1(CO)OP(O)(=O)OP(O)(=O)OC[C@H]1O,0,OC[C@]1(C)OP(=O)(O)OP(=O)(OC[C@H]1O)O,0,False
C07139,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,134,15,True,False,False,False,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(O)=O)c3ccsc3)C(=O)N2[C@H]1C(O)=O,0,O=C([C@@H](c1cscc1)C(=O)O)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C,0,False
C11952,CC(C)[C@H]1CC[C@@H](C)CC1=O,CC(C)[C@H]1CC[C@@H](C)CC1=O,64,10,True,True,False,False,CC(C)[C@H]1CC[C@@H](C)CC1=O,0,C[C@@H]1CC[C@@H](C(=O)C1)C(C)C,0,False
C04352,CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(=O)O,CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(=O)O,146,12,True,False,False,False,CC(C)(COP(O)(O)=O)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(O)=O,0,SC[C@@H](C(=O)O)NC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)O)(C)C)O,0,False
C11062,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCO,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCO,306,25,True,False,False,False,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)[nH+]cnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCO,1,OCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O,0,False
C07941,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,124,21,True,False,False,False,OC(CC[NH+]1CCCCC1)(C1CC2CC1C=C2)c1ccccc1,1,OC(C1CC2CC1C=C2)(c1ccccc1)CC[NH+]1CCCCC1,1,False
C06318,O=C(O)C1=C[C@H](O)[C@@](O)(C(=O)O)C=C1,O=C(O)C1=C[C@H](O)[C@@](O)(C(=O)O)C=C1,76,8,True,True,False,False,O[C@H]1C=C(C=C[C@]1(O)C(O)=O)C(O)=O,0,OC(=O)C1=C[C@@H]([C@@](C=C1)(O)C(=O)O)O,0,False
C09758,O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)cc2)[C@@H]1[C@H]1C(=O)c2c(O)cc(O)cc2O[C@@H]1c1ccc(O)cc1,O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)cc2)[C@@H]1[C@H]1C(=O)c2c(O)cc(O)cc2O[C@@H]1c1ccc(O)cc1,202,30,True,False,False,False,Oc1ccc(cc1)[C@H]1Oc2cc(O)cc(O)c2C(=O)[C@@H]1[C@H]1[C@@H](Oc2cc(O)cc(O)c2C1=O)c1ccc(O)cc1,0,Oc1ccc(cc1)[C@@H]1Oc2cc(O)cc(c2C(=O)[C@H]1[C@@H]1[C@H](Oc2c(C1=O)c(O)cc(c2)O)c1ccc(cc1)O)O,0,False
C09737,C=C(C)[C@@H]1CC[C@@]2(C1)C(C)=CC(=O)C[C@H]2C,C=C(C)[C@@H]1CC[C@@]2(C1)C(C)=CC(=O)C[C@H]2C,88,15,True,False,False,False,C[C@@H]1CC(=O)C=C(C)[C@]11CC[C@H](C1)C(C)=C,0,O=C1C[C@@H](C)[C@]2(C(=C1)C)CC[C@H](C2)C(=C)C,0,False
C06630,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,222,28,True,False,False,False,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)O)O)[C@H](C)[C@@H](O)[C@](C[C@H](C(=O)[C@@H]([C@H]([C@H]1C)O)C)C)(C)O,0,False
C17083,Cc1c2[n+](cc3cc4c(cc13)OCO4)CCc1cc3c(cc1-2)OCO3,Cc1c2[n+](cc3cc4c(cc13)OCO4)CCc1cc3c(cc1-2)OCO3,124,20,True,False,False,False,Cc1c2-c3cc4OCOc4cc3CC[n+]2cc2cc3OCOc3cc12,1,Cc1c2cc3OCOc3cc2c[n+]2c1c1cc3OCOc3cc1CC2,1,False
C13454,CC(=C/C(=O)O)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C,CC(=C/C(=O)O)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C,106,15,True,False,False,False,C\\C(\\C=C\\[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C)=C\\C(O)=O,0,OC(=O)/C=C(\C=C\[C@]12O[C@]2(C)C[C@H](CC1(C)C)O)/C,0,False
C11668,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H]2[C@@H]1CC(=O)[C@@H]2C,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H]2[C@@H]1CC(=O)[C@@H]2C,216,25,True,False,False,False,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H]2[C@@H](C)C(=O)C[C@H]12,0,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC(=O)[C@@H]2C)O[C@@H]1O[C@H](COC(=O)C)[C@H]([C@@H]([C@H]1OC(=O)C)OC(=O)C)OC(=O)C,0,False
C14668,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C,156,23,True,False,False,False,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]12C,0,CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C,0,False
C15151,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4OC(=O)C=C[C@@H]4[C@H]3CC[C@]12C,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4OC(=O)C=C[C@@H]4[C@H]3CC[C@]12C,126,19,True,False,False,False,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4OC(=O)C=C[C@@H]4[C@H]3CC[C@]12C,0,CC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@@H]2[C@@H]1C=CC(=O)O2,0,False
C10696,CC[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,CC[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,128,20,True,False,False,False,CC[C@H]1C[NH+]2CCC1C[C@@H]2[C@@H](O)c1cc[nH+]c2ccc(OC)cc12,2,CC[C@H]1C[NH+]2CCC1C[C@@H]2[C@H](c1ccnc2c1cc(OC)cc2)O,1,False
C08651,COc1c(O)ccc2c1O/C(=C\c1ccc(O)c(O)c1)C2=O,COc1c(O)ccc2c1O/C(=C\c1ccc(O)c(O)c1)C2=O,112,16,True,False,False,False,COc1c2O\\C(=C/c3ccc(O)c(O)c3)C(=O)c2ccc1O,0,COc1c(O)ccc2c1O/C(=C\c1ccc(c(c1)O)O)/C2=O,0,False
C04660,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](OP(=O)(O)O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@@H]2CO)O[C@@H](CO)[C@H](O)[C@H]1OP(=O)(O)O,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](OP(=O)(O)O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@@H]2CO)O[C@@H](CO)[C@H](O)[C@H]1OP(=O)(O)O,274,21,True,False,False,False,C[NH2+][C@@H]1[C@H](O[C@@H]2[C@@H](CO)[C@H](C)O[C@H]2O[C@H]2[C@H](O)[C@@H](OP(O)(O)=O)[C@H](NC(N)=[NH2+])[C@@H](O)[C@@H]2NC(N)=[NH2+])O[C@@H](CO)[C@H](O)[C@H]1OP(O)(O)=O,3,OC[C@H]1[C@H](C)O[C@H]([C@@H]1O[C@@H]1O[C@@H](CO)[C@@H]([C@H]([C@@H]1[NH2+]C)OP(=O)(O)O)O)O[C@@H]1[C@@H](N[C+](=N)N)[C@H](O)[C@H]([C@@H]([C@H]1O)OP(=O)(O)O)N[C+](=N)N,3,False
C15036,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)CC1=O,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)CC1=O,122,20,True,False,False,False,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@H]23)CC1=O,0,C[C@@H]1C[C@@]2(C)[C@H](CC1=O)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C,0,False
C10667,COc1ccc(C(C)=O)cc1C=O,COc1ccc(C(C)=O)cc1C=O,68,10,True,True,False,False,COc1ccc(cc1C=O)C(C)=O,0,O=Cc1cc(ccc1OC)C(=O)C,0,False
C19367,FC(F)(F)CCl,FC(F)(F)CCl,38,2,True,True,False,False,FC(F)(F)CCl,0,ClCC(F)(F)F,0,False
C15149,CC(=O)N[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)N[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,132,21,True,False,False,False,CC(=O)N[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0,CC(=O)N[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,0,False
C10557,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc3c(c2)OCO3)cc(OC)c1OC,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc3c(c2)OCO3)cc(OC)c1OC,154,22,True,False,False,False,COc1cc(C[C@@H]2[C@@H](Cc3ccc4OCOc4c3)COC2=O)cc(OC)c1OC,0,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc3c(c2)OCO3)cc(c1OC)OC,0,False
C14769,CCCCC/C=C\C/C=C\CC1OC1C/C=C\CCCC(=O)O,CCCCC/C=C\C/C=C\CC1OC1C/C=C\CCCC(=O)O,130,20,True,False,False,False,CCCCC\\C=C/C\\C=C/CC1OC1C\\C=C/CCCC(O)=O,0,CCCCC/C=C\C/C=C\CC1OC1C/C=C\CCCC(=O)O,0,False
C11963,CC1=C[C@H]2C(=O)O[C@H]3C[C@@H](C/C=C(\C)[C@@H](O)[C@@H](C)/C=C/C=C4\CO[C@H]([C@@H]1O)[C@@]42O)O[C@@]1(C=C[C@H](C)[C@@H](C(C)C)O1)C3,CC1=C[C@H]2C(=O)O[C@H]3C[C@@H](C/C=C(\C)[C@@H](O)[C@@H](C)/C=C/C=C4\CO[C@H]([C@@H]1O)[C@@]42O)O[C@@]1(C=C[C@H](C)[C@@H](C(C)C)O1)C3,226,33,True,False,False,False,CC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\\C=C(C)\\[C@@H](O)[C@@H](C)\\C=C\\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C=C[C@@H]1C,0,O[C@@H]1/C(=C/C[C@@H]2C[C@H](OC(=O)[C@H]3[C@@]4(/C(=C/C=C/[C@@H]1C)/CO[C@@H]4[C@H](O)C(=C3)C)O)C[C@@]1(O2)C=C[C@@H]([C@H](O1)C(C)C)C)/C,0,False
C15012,CC1=C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@]2(C)O)CC1=O,CC1=C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@]2(C)O)CC1=O,128,21,True,False,False,False,CC1=C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@](C)(O)[C@@]4(C)CC[C@H]23)CC1=O,0,O=C1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C=C1C)C)CC[C@]1([C@H]3CC[C@]1(C)O)C,0,False
C01941,N[C@H](CCOc1ccc(/C(=N/O)C(=O)N[C@H]2CN([C@@H](C(=O)O)c3ccc(O)cc3)C2=O)cc1)C(=O)O,N[C@H](CCOc1ccc(/C(=N/O)C(=O)N[C@H]2CN([C@@H](C(=O)O)c3ccc(O)cc3)C2=O)cc1)C(=O)O,190,23,True,False,False,False,[NH3+][C@H](CCOc1ccc(cc1)C(=[NH+]\\O)\\C(=O)N[C@H]1CN([C@@H](C(O)=O)c2ccc(O)cc2)C1=O)C(O)=O,2,O/N=C(/c1ccc(cc1)OCC[C@H](C(=O)O)[NH3+])\C(=O)N[C@H]1CN(C1=O)[C@H](c1ccc(cc1)O)C(=O)O,1,False
C05964,CCCCC[C@H](O)/C=C/[C@H]1OC(=O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,CCCCC[C@H](O)/C=C/[C@H]1OC(=O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,148,20,True,False,False,False,CCCCC[C@H](O)\\C=C\\[C@H]1OC(=O)C[C@H](O)[C@@H]1C\\C=C/CCCC(O)=O,0,CCCCC[C@@H](/C=C/[C@H]1OC(=O)C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O,0,False
C14118,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(CC(=O)O)C(O)c1ccc2ccccc2c1,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(CC(=O)O)C(O)c1ccc2ccccc2c1,368,36,True,False,False,False,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)[nH+]cnc12)C(O)C(=O)NCCC(=O)NCCSC(=O)C(CC(O)=O)C(O)c1ccc2ccccc2c1,1,O=C(NCCSC(=O)C(C(c1ccc2c(c1)cccc2)O)CC(=O)O)CCNC(=O)C(C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O,0,False
C18214,C=CCCC/C(=C\Cl)CCC(C)/C=C/CCC(=O)NCC/C(=C\C(=O)N1C(=O)C=C[C@@H]1C)OC,C=CCCC/C(=C\Cl)CCC(C)/C=C/CCC(=O)NCC/C(=C\C(=O)N1C(=O)C=C[C@@H]1C)OC,188,27,True,False,False,False,CO\\C(CCNC(=O)CC\\C=C\\C(C)CC\\C(CCCC=C)=C\\Cl)=C\\C(=O)N1[C@@H](C)C=CC1=O,0,C=CCCC/C(=C\Cl)/CCC(/C=C/CCC(=O)NCC/C(=C\C(=O)N1[C@@H](C)C=CC1=O)/OC)C,0,False
C09509,C/C=C(\C)C(=O)O[C@H]1[C@@H]2[C@H](C)C(=O)O[C@@H]2C[C@@H](C)[C@@H]2C=CC(=O)[C@@]12C,C/C=C(\C)C(=O)O[C@H]1[C@@H]2[C@H](C)C(=O)O[C@@H]2C[C@@H](C)[C@@H]2C=CC(=O)[C@@]12C,136,20,True,False,False,False,C\\C=C(/C)C(=O)O[C@H]1[C@H]2[C@@H](C[C@@H](C)[C@@H]3C=CC(=O)[C@@]13C)OC(=O)[C@H]2C,0,C/C=C(/C(=O)O[C@H]1[C@H]2[C@@H](C[C@H]([C@H]3[C@@]1(C)C(=O)C=C3)C)OC(=O)[C@H]2C)\C,0,False
C18031,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@@H](N(C)C)[C@H](O)[C@@H](C)O3)O2)c(=O)[nH]c1=O,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@@H](N(C)C)[C@H](O)[C@@H](C)O3)O2)c(=O)[nH]c1=O,206,18,True,False,False,False,C[C@H]1O[C@@H](C[C@H]([C@@H]1O)[NH+](C)C)OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C)C(=O)NC1=O,1,O[C@H]1C[C@@H](O[C@@H]1COP(=O)(OP(=O)(O[C@H]1O[C@H](C)[C@H]([C@@H](C1)[NH+](C)C)O)O)O)n1cc(C)c(=O)[nH]c1=O,1,False
C16946,C=C(C)[C@@H]1CC[C@@]2(C)CC[C@H](O)[C@@]2(C(C)=O)C1,C=C(C)[C@@H]1CC[C@@]2(C)CC[C@H](O)[C@@]2(C(C)=O)C1,96,15,True,False,False,False,CC(=C)[C@@H]1CC[C@@]2(C)CC[C@H](O)[C@]2(C1)C(C)=O,0,CC(=C)[C@@H]1CC[C@@]2([C@@](C1)(C(=O)C)[C@@H](O)CC2)C,0,False
C10689,Cn1c(-c2ccc3c(c2)OCO3)cc(=O)c2ccccc21,Cn1c(-c2ccc3c(c2)OCO3)cc(=O)c2ccccc21,104,17,True,False,False,False,C[NH+]1C(=CC(=O)c2ccccc12)c1ccc2OCOc2c1,1,Cn1c(cc(=O)c2c1cccc2)c1ccc2c(c1)OCO2,0,False
C09764,COc1c(O)cc2c(c1O)C(=O)[C@H](OC(C)=O)[C@@H](c1ccc(O)cc1)O2,COc1c(O)cc2c(c1O)C(=O)[C@H](OC(C)=O)[C@@H](c1ccc(O)cc1)O2,136,18,True,False,False,False,COc1c(O)cc2O[C@@H]([C@@H](OC(C)=O)C(=O)c2c1O)c1ccc(O)cc1,0,COc1c(O)cc2c(c1O)C(=O)[C@@H]([C@H](O2)c1ccc(cc1)O)OC(=O)C,0,False
C09863,C=C[C@@](C)(CCC=C(C)C)OC(C)=O,C=C[C@@](C)(CCC=C(C)C)OC(C)=O,80,12,True,False,False,False,CC(C)=CCC[C@@](C)(OC(C)=O)C=C,0,C=C[C@](OC(=O)C)(CCC=C(C)C)C,0,False
C00103,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,96,6,True,True,False,False,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,0,OC[C@H]1O[C@H](OP(=O)(O)O)[C@@H]([C@H]([C@@H]1O)O)O,0,False
C02852,CC/N=C/[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,CC/N=C/[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,84,8,True,True,False,False,CC\\[NH+]=C\\[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1,CC/N=C/[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,0,False
C05437,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3,158,27,True,False,False,False,C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3,0,O[C@H]1CC[C@]2([C@H](C1)CCC1=C2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC=C(C)C)C)C)C,0,False
C00392,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,74,6,True,True,True,True,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,0,True
C17101,COc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],COc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],80,7,True,True,False,False,COc1c(O)cc(cc1[N+]([O-])=O)[N+]([O-])=O,0,COc1c(O)cc(cc1[N+](=O)[O-])[N+](=O)[O-],0,False
C01542,Cc1ccccc1O,Cc1ccccc1O,42,7,True,True,False,True,Cc1ccccc1O,0,Cc1ccccc1O,0,False
C08791,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)C(=O)C[C@]12C)CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)C(=O)C[C@]12C)CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,378,48,True,False,False,False,C[C@H](CC\\C=C(/C)CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,0,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC/C(=C/CC[C@H]([C@H]3CC[C@@]4([C@]3(C)CC(=O)[C@@]3([C@H]4CC=C4[C@H]3CC[C@@H](C4(C)C)O[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)C)C)C)/C)[C@@H]([C@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,0,False
C10352,CC1=Cc2c(C(C)C)cc(O)c(C=O)c2C(=O)C1=O,CC1=Cc2c(C(C)C)cc(O)c(C=O)c2C(=O)C1=O,98,15,True,False,False,False,CC(C)c1cc(O)c(C=O)c2C(=O)C(=O)C(C)=Cc12,0,O=Cc1c(O)cc(c2c1C(=O)C(=O)C(=C2)C)C(C)C,0,False
C15134,O=C1CCC(C2CCc3cc(O)ccc3C2)C1,O=C1CCC(C2CCc3cc(O)ccc3C2)C1,90,15,True,False,False,False,Oc1ccc2CC(CCc2c1)C1CCC(=O)C1,0,O=C1CCC(C1)C1CCc2c(C1)ccc(c2)O,0,False
C10906,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,72,6,True,True,False,True,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,0,OC[C@H]([C@H]([C@@H](C(=O)CO)O)O)O,0,False
C05380,O=C(O)CNC(=O)c1cccnc1,O=C(O)CNC(=O)c1cccnc1,68,8,True,True,False,False,OC(=O)CNC(=O)c1ccc[nH+]c1,1,OC(=O)CNC(=O)c1cccnc1,0,False
C00483,NCCc1ccc(O)cc1,NCCc1ccc(O)cc1,54,8,True,True,False,False,[NH3+]CCc1ccc(O)cc1,1,[NH3+]CCc1ccc(cc1)O,1,False
