rxn,category
CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C>>CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@@H]4[C@H]3CC[C@]12C,2
C[C@]12CC[C@@]3(O)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC2=O>>C[C@]12CC[C@@]3(O)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC2N,3
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2>>C[C@]12CC[C@H]3[C@@H](CCC4=CC(N)C=C[C@@]43C)[C@@H]1CCC(=O)O2,3
NC1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>NC1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(N)c2c(O)cc(O)cc21,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(N)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(N)c1c(O)cccc1C3N,3
O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(O)c2c(O)cc(O)cc21>>NC1C=C(O)C(=O)c2c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3O)c(O)cc(O)c21,3
CC(=O)OCC[C@H]1c2c(cc3c(c2O)C(=O)c2c(O)cc(O)cc2C3=O)O[C@@H]1O>>CC(=O)OCC[C@H]1c2c(cc3c(c2O)C(=O)c2c(O)cc(O)cc2C3O)O[C@@H]1O,2
NC1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>NC1C(O)=C(c2c(O)cc(O)c3c2C(O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21,2
O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3O)C(=O)c2c(O)cc(O)cc21>>O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3O)C(O)c2c(O)cc(O)cc21,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3N>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(N)c1c(O)cccc1C3N,3
NC1C=C(O)C(=O)c2c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c(O)cc(O)c21>>NC1C=C(O)C(O)c2c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c(O)cc(O)c21,2
C[C@@H]1C[C@H]2OC(=O)C(CO)=C2[C@H](O)[C@]2(C)C(=O)C=C[C@@H]12>>C[C@@H]1C[C@H]2OC(=O)C(CO)=C2[C@H](O)[C@]2(C)C(O)C=C[C@@H]12,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(N)c1c(O)cccc1C3O,3
CC(=O)OCC[C@H]1c2c(cc3c(c2O)C(=O)c2c(O)cc(O)cc2C3=O)O[C@@H]1O>>CC(=O)OCC[C@H]1c2c(cc3c(c2O)C(O)c2c(O)cc(O)cc2C3=O)O[C@@H]1O,2
CC(N)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C>>CC(N)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@@H]4[C@H]3CC[C@]12C,2
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C>>C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3CC[C@@]21C,3
C[C@@H]1C[C@H]2OC(=O)C(CO)=C2[C@H](O)[C@]2(C)C(=O)C=C[C@@H]12>>C[C@@H]1C[C@H]2OC(=O)C(CO)=C2[C@H](O)[C@]2(C)C(N)C=C[C@@H]12,3
NC1C=C(O)C(=O)c2c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c(O)cc(O)c21>>NC1C=C(O)C(=O)c2c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3O)c(O)cc(O)c21,2
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CC(=O)CCCCC(=O)O>>CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(N)[C@@H]1CC(=O)CCCCC(=O)O,3
C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O>>C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1O,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(O)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(O)c1c(O)cccc1C3O,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(O)c1c(O)cccc1C3O,2
C=C1C(=O)O[C@@H]2C[C@H](C)C([C@@H](CC(C)=O)OC(C)=O)=CC[C@H]12>>C=C1C(=O)O[C@@H]2C[C@H](C)C([C@@H](CC(C)N)OC(C)=O)=CC[C@H]12,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(O)c1c(O)cccc1C3O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(O)c1c(O)cccc1C3O,2
O=C1C(O)=C(c2c(O)cc(O)c3c2C(O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>NC1C=C(O)C(O)c2c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c(O)cc(O)c21,3
C[C@]12CC[C@@]3(O)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC2=O>>C[C@]12CC[C@@]3(O)[C@@H](CCC4=CC(O)C=C[C@@]43C)[C@@H]1CCC2=O,2
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@@H]4[C@H]3CC[C@]12C>>CC(N)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@@H]4[C@H]3CC[C@]12C,3
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@@H]1CCC(=O)[C@]12COC(C)=O>>C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@@H]1CCC(O)[C@]12COC(C)=O,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(O)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(O)c1c(O)cccc1C3N,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(N)c1c(O)cccc1C3N>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(N)c1c(O)cccc1C3N,3
O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(O)c2c(O)cc(O)cc21>>O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3O)C(O)c2c(O)cc(O)cc21,2
C[C@]1(O)CC[C@H]2[C@@H](CCC3=CC(=O)CC[C@@]32C)[C@@H]1CCC(=O)O>>C[C@]1(O)CC[C@H]2[C@@H](CCC3=CC(N)CC[C@@]32C)[C@@H]1CCC(=O)O,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(N)c1c(O)cccc1C3O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(N)c1c(O)cccc1C3O,3
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@@H]4[C@H]3CC[C@]12C>>CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@@H]4[C@H]3CC[C@]12C,2
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@@H]1CCC(=O)[C@]12COC(C)=O>>C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@@H]1CCC(N)[C@]12COC(C)=O,3
CC(N)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C[C@]4(C)[C@H]3CC[C@]12C>>CC(N)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)C[C@]4(C)[C@H]3CC[C@]12C,2
C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CCC(=O)O2>>C[C@]12CC[C@H]3[C@@H](C=CC4=CC(O)CC[C@@]43C)[C@@H]1CCC(=O)O2,2
NC1C=C(O)C(=O)c2c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c(O)cc(O)c21>>NC1C=C(O)C(=O)c2c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3N)c(O)cc(O)c21,3
O=C1C(O)=C(c2c(O)cc(O)c3c2C(O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>O=C1C(O)=C(c2c(O)cc(O)c3c2C(O)C(O)=CC3=O)C(O)c2c(O)cc(O)cc21,2
NC1C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)=C(O)C(=O)c2cc(O)cc(O)c21>>NC1C(c2c(O)cc(O)c3c2C(O)C(O)=CC3=O)=C(O)C(=O)c2cc(O)cc(O)c21,2
O=C1[C@@H](O)[C@@H](Nc2ccc([N+](=O)[O-])cc2)C[C@H](CO)[C@H]1O>>NC1[C@@H](O)[C@@H](Nc2ccc([N+](=O)[O-])cc2)C[C@H](CO)[C@H]1O,3
NC1C=C(O)C(=O)c2c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c(O)cc(O)c21>>NC1C=C(O)C(N)c2c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c(O)cc(O)c21,3
NC1C(O)=CC(=O)c2c(O)cc(O)c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c21>>NC1C(c2c(O)cc(O)c3c2C(N)C(O)=CC3=O)=C(O)C(=O)c2cc(O)cc(O)c21,3
C[C@]12CC[C@@]3(O)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC2=O>>C[C@]12CC[C@@]3(O)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC2O,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(N)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(N)c1c(O)cccc1C3O,2
O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(O)c2c(O)cc(O)cc21>>NC1C(O)=CC(=O)c2c(O)cc(O)c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3O)c21,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(O)c1c(O)cccc1C3O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(O)c1c(O)cccc1C3O,3
O=C1C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)=C(O)C(O)c2cc(O)cc(O)c21>>NC1C=C(O)C(=O)c2c(C3=C(O)C(O)c4cc(O)cc(O)c4C3=O)c(O)cc(O)c21,3
NC1C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)=C(O)C(=O)c2cc(O)cc(O)c21>>NC1C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3O)=C(O)C(=O)c2cc(O)cc(O)c21,2
O=C1C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)=C(O)C(O)c2cc(O)cc(O)c21>>O=C1C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3O)=C(O)C(O)c2cc(O)cc(O)c21,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(O)c1c(O)cccc1C3N>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(O)c1c(O)cccc1C3N,3
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(N)C[C@]4(C)[C@H]3CC[C@]12C>>CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(N)C[C@]4(C)[C@H]3CC[C@]12C,2
CC1CC(=O)CC2=C1[C@H]1CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]1CC2>>CC1CC(O)CC2=C1[C@H]1CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]1CC2,2
NC1C(O)=CC(=O)c2c(O)cc(O)c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c21>>NC1C(O)=C(c2c(O)cc(O)c3c2C(N)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21,3
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O>>C[C@]12CC[C@H]3[C@@H](CCC4=CC(N)CC[C@@]43C)[C@@H]1CC[C@@H]2O,3
NC1C(O)=CC(=O)c2c(O)cc(O)c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c21>>NC1C(O)=CC(=O)c2c(O)cc(O)c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3O)c21,2
NC1C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)=C(O)C(=O)c2cc(O)cc(O)c21>>NC1C(c2c(O)cc(O)c3c2C(N)C(O)=CC3=O)=C(O)C(=O)c2cc(O)cc(O)c21,3
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CC(=O)CCCCC(=O)O>>CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CC(O)CCCCC(=O)O,2
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CC(=O)CCCCC(=O)O>>CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CC(N)CCCCC(=O)O,3
O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(O)c2c(O)cc(O)cc21>>O=C1C(O)=C(c2c(O)cc(O)c3c2C(O)C(O)=CC3=O)C(O)c2c(O)cc(O)cc21,2
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@@H]4[C@H]3CC[C@]12C>>CC(N)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@@H]4[C@H]3CC[C@]12C,3
O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3O)C(=O)c2c(O)cc(O)cc21>>O=C1C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3O)=C(O)C(O)c2cc(O)cc(O)c21,2
CC(N)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C[C@]4(C)[C@H]3CC[C@]12C>>CC(N)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(N)C[C@]4(C)[C@H]3CC[C@]12C,3
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O>>C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2N,3
NC1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>NC1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(O)c2c(O)cc(O)cc21,2
CC(=O)OCC[C@H]1c2c(cc3c(c2O)C(=O)c2c(O)cc(O)cc2C3=O)O[C@@H]1O>>CC(=O)OCC[C@H]1c2c(cc3c(c2O)C(=O)c2c(O)cc(O)cc2C3N)O[C@@H]1O,3
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)C[C@]4(C)[C@H]3CC[C@]12C>>CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)C[C@]4(C)[C@H]3CC[C@]12C,2
C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CCC(=O)O2>>C[C@]12CC[C@H]3[C@@H](C=CC4=CC(N)CC[C@@]43C)[C@@H]1CCC(=O)O2,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(=O)c1c(O)cccc1C3O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(O)c1c(O)cccc1C3O,2
NC1C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)=C(O)C(=O)c2cc(O)cc(O)c21>>NC1C=C(O)C(=O)c2c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3N)c(O)cc(O)c21,3
O=C1C(O)=C(c2c(O)cc(O)c3c2C(O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>NC1C(c2c(O)cc(O)c3c2C(O)C(O)=CC3=O)=C(O)C(=O)c2cc(O)cc(O)c21,3
O=C1C(O)=C(c2c(O)cc(O)c3c2C(O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>NC1C(O)=C(c2c(O)cc(O)c3c2C(O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21,3
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O>>C[C@]12CC(N)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,3
CC(N)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C>>CC(N)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@@H]4[C@H]3CC[C@]12C,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(=O)c1c(O)cccc1C3O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(N)c1c(O)cccc1C3O,3
O=C1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3O)C(=O)c2c(O)cc(O)cc21>>NC1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3O)C(=O)c2c(O)cc(O)cc21,3
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O>>C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,2
NC1C(O)=C(c2c(O)cc(O)c3c2C(=O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>NC1C=C(O)C(=O)c2c(C3=C(O)C(N)c4cc(O)cc(O)c4C3=O)c(O)cc(O)c21,3
NC1C(O)=CC(=O)c2c(O)cc(O)c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c21>>NC1C(O)=CC(O)c2c(O)cc(O)c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c21,2
CC1CC(=O)CC2=C1[C@H]1CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]1CC2>>CC1CC(N)CC2=C1[C@H]1CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]1CC2,3
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O>>C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2O,2
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CC(=O)CCCCC(=O)O>>CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(O)[C@@H]1CC(=O)CCCCC(=O)O,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(N)c1c(O)cccc1C3N>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(N)c1c(O)cccc1C3N,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(N)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(N)c1c(O)cccc1C3O,2
NC1C(O)=CC(=O)c2c(O)cc(O)c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c21>>NC1C=C(O)C(N)c2c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c(O)cc(O)c21,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(=O)c1c(O)cccc1C3N>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(N)c1c(O)cccc1C3N,3
O=C1C(O)=C(c2c(O)cc(O)c3c2C(O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>O=C1C(O)=C(c2c(O)cc(O)c3c2C(O)C(O)=CC3O)C(=O)c2c(O)cc(O)cc21,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(N)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(N)c1c(O)cccc1C3N,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(O)c1c(O)cccc1C3N>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(O)C[C@]1(C)O)C(O)c1c(O)cccc1C3N,2
C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O>>C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1N,3
O=C1C(O)=C(c2c(O)cc(O)c3c2C(O)C(O)=CC3=O)C(=O)c2c(O)cc(O)cc21>>O=C1C(c2c(O)cc(O)c3c2C(O)C(O)=CC3=O)=C(O)C(O)c2cc(O)cc(O)c21,2
CC(=O)OCC[C@H]1c2c(cc3c(c2O)C(=O)c2c(O)cc(O)cc2C3=O)O[C@@H]1O>>CC(=O)OCC[C@H]1c2c(cc3c(c2O)C(N)c2c(O)cc(O)cc2C3=O)O[C@@H]1O,3
CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C[C@]4(C)[C@H]3CC[C@]12C>>CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(N)C[C@]4(C)[C@H]3CC[C@]12C,3
NC1C(O)=CC(=O)c2c(O)cc(O)c(C3=C(O)C(=O)c4cc(O)cc(O)c4C3=O)c21>>NC1C(O)=CC(=O)c2c(O)cc(O)c(C3=C(O)C(O)c4cc(O)cc(O)c4C3=O)c21,2
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O>>C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2O,2
N[C@@H](CCCCNCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C(=O)O>>NC(CNCCCC[C@H](N)C(=O)O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,3
C/C1=C/C2=C[C@H](C)C[C@@H]2C(=O)[C@]2(C)C(O)CC(C)(C)[C@H]2CC1O>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(O)[C@]2(C)C(O)CC(C)(C)[C@H]2CC1O,2
COC(=O)[C@@H]1c2cc3c(c(O)c2C(=O)C[C@]1(C)O)C(=O)c1c(O)cccc1C3N>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(=O)c1c(O)cccc1C3N,3
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C[C@]4(C)[C@H]3CC[C@]12C>>CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(N)C[C@]4(C)[C@H]3CC[C@]12C,3
CCCCCC(=O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C/CCCC(=O)O)C[C@@H]21>>CCCCCC(N)C=C[C@H]1[C@H](O)C[C@@H]2O/C(=C/CCCC(=O)O)C[C@@H]21,3
CC(=O)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(O)C[C@]12C>>CC(O)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(O)C[C@]12C,2
C[C@]12C[C@H](O)[C@H]3[C@@H](CC[C@H]4CCCC[C@]34C)[C@@H]1CCC2=O>>C[C@]12C[C@H](O)[C@H]3[C@@H](CC[C@H]4CCCC[C@]34C)[C@@H]1CCC2O,2
C/C1=C/C2=C[C@H](C)C[C@@H]2C(N)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1=O>>C/C1=C/C2=C[C@H](C)C[C@@H]2C(N)[C@]2(C)C(N)CC(C)(C)[C@H]2CC1N,3
COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(=O)c1c(O)cccc1C3=O>>COC(=O)[C@@H]1c2cc3c(c(O)c2C(N)C[C@]1(C)O)C(O)c1c(O)cccc1C3=O,2
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CN)[C@@H]1CC[C@@H]2O>>C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)CC[C@@]43CN)[C@@H]1CC[C@@H]2O,2
CC(N)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(O)C[C@]12C>>CC(N)C1=CC[C@H]2[C@@H]3CCC4=CC(O)CC[C@]4(C)[C@H]3C(O)C[C@]12C,2
CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3CC[C@]12C,3
COc1ccc(C(C)=O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1>>COc1ccc(C(C)O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1,2
CC(O)C1=CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(=O)C[C@]12C>>CC(O)C1=CC[C@H]2[C@@H]3CCC4=CC(N)CC[C@]4(C)[C@H]3C(N)C[C@]12C,3
C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CCC2O>>C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2O,2
C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2=O>>C[C@]12CC(N)[C@H]3[C@@H](CC[C@H]4CC(O)CC[C@@]43C)[C@@H]1CCC2N,3
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2O)[C@H](O)CC1=CC(=O)CC[C@@]13C>>C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2O)[C@H](O)CC1=CC(N)CC[C@@]13C,3
C[C@]12CC(O)[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CCC2O>>C[C@]12CC(O)[C@H]3[C@@H](CC[C@H]4CC(N)CC[C@@]43C)[C@@H]1CCC2O,3
